category,sub_category,product_name,Sum of sales
Office Supplies,Paper,Xerox 202,171.07
Office Supplies,Art,Boston 1730 StandUp Electric Pencil Sharpener,171.04
Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,170.99
Technology,Accessories,Logitech Illuminated Ultrathin Keyboard with Backlighting,170.97
Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,170.74
Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,170.63
Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),169.83
Office Supplies,Paper,Xerox 1894,169.78
Office Supplies,Paper,Xerox 1973,169.02
Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,168.84
Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",168.74
Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",168.45
Office Supplies,Appliances,Hoover Commercial SteamVac,168.39
Office Supplies,Labels,Avery 486,168.13
Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",167.93
Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,166.7
Office Supplies,Supplies,Acme Softgrip Scissors,166.05
Office Supplies,Paper,Xerox 1968,165.66
Office Supplies,Binders,GBC Instant Report Kit,164.98
Office Supplies,Paper,Xerox 195,164.33
Office Supplies,Envelopes,Security-Tint Envelopes,163.49
Furniture,Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",163.33
Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",161.92
Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",161.32
Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",160.54
Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",160.34
Technology,Phones,RCA ViSYS 25423RE1 Corded phone,159.98
Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,159.4
Office Supplies,Labels,Avery 489,159.39
Furniture,Furnishings,DAX Wood Document Frame.,159.27
Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",159.25
Furniture,Furnishings,"Ultra Door Kickplate, 8""H x 34""W",158.24
Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,157.92
Office Supplies,Binders,GBC Personal VeloBind Strips,156.92
Furniture,Furnishings,Artistic Insta-Plaque,156.8
Office Supplies,Paper,Xerox 1936,155.84
Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",155.71
Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),155.52
Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",155.38
Office Supplies,Labels,Avery 503,155.25
Office Supplies,Paper,Xerox 1918,155.04
Technology,Accessories,Imation 30456 USB Flash Drive 8GB,154.56
Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",154.34
Office Supplies,Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",153.72
Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,153.51
Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",152.16
Furniture,Furnishings,"Master Big Foot Doorstop, Beige",152.06
Furniture,Furnishings,Nu-Dell Oak Frame,151.65
Office Supplies,Paper,Xerox 217,151.63
Office Supplies,Paper,Southworth 100% Cotton The Best Paper,151.54
Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",151.07
Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",150.67
Office Supplies,Paper,Xerox 205,150.34
Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,149.92
Office Supplies,Paper,Xerox 1948,149.85
Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",149.7
Office Supplies,Art,Sanford Liquid Accent Highlighters,149.63
Furniture,Furnishings,Ultra Door Push Plate,149.26
Technology,Accessories,KeyTronic KT400U2 - Keyboard - Black,148.03
Technology,Phones,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,147.92
Office Supplies,Paper,Xerox 1993,147.74
Office Supplies,Appliances,Kensington 6 Outlet SmartSocket Surge Protector,147.53
Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",147.26
Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",147.03
Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",146.99
Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",146.69
Office Supplies,Paper,Xerox 1905,146.45
Furniture,Furnishings,Tensor Brushed Steel Torchiere Floor Lamp,146.11
Office Supplies,Art,Newell 315,145.91
Office Supplies,Storage,"Personal Folder Holder, Ebony",145.73
Furniture,Furnishings,"DAX Cubicle Frames, 8-1/2 x 11",145.69
Office Supplies,Paper,Xerox 220,145.15
Office Supplies,Paper,Astroparche Fine Business Paper,144.67
Furniture,Furnishings,Telescoping Adjustable Floor Lamp,143.92
Office Supplies,Paper,Xerox 203,143.85
Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",143.42
Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,143.01
Office Supplies,Paper,Xerox 192,142.56
Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,142.04
Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,141.61
Office Supplies,Paper,Xerox 212,141.27
Office Supplies,Paper,Xerox 23,141.26
Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",139.87
Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",139.62
Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",139.44
Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),139.38
Office Supplies,Paper,Xerox 1903,138.74
Office Supplies,Paper,Xerox 1930,138.67
Office Supplies,Paper,Things To Do Today Pad,138.53
Office Supplies,Art,50 Colored Long Pencils,138.18
Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",138.16
Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",137.81
Office Supplies,Binders,Acco 3-Hole Punch,137.54
Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,137.17
Office Supplies,Labels,Avery 476,137.11
Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes,136.82
Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",136.73
Furniture,Tables,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",136.46
Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",136.44
Office Supplies,Paper,Xerox 1947,136.35
Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",136.34
Office Supplies,Supplies,Stiletto Hand Letter Openers,136.32
Technology,Accessories,Memorex Froggy Flash Drive 4 GB,136.28
Office Supplies,Binders,Avery Metallic Poly Binders,135.81
Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",135.65
Office Supplies,Paper,Xerox 222,134.79
Office Supplies,Binders,Wilson Jones Impact Binders,134.68
Office Supplies,Binders,Fellowes Presentation Covers for Comb Binding Machines,133.86
Office Supplies,Paper,Xerox 1959,133.6
Furniture,Furnishings,Eldon 200 Class Desk Accessories,133.14
Technology,Phones,OtterBox Defender Series Case - iPhone 5c,133.13
Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",132.89
Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",131.1
Technology,Machines,Hewlett-Packard 300S Scientific Calculator,131.1
Office Supplies,Paper,Xerox 1977,130.93
Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),129.17
Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,128.7
Office Supplies,Fasteners,OIC Binder Clips,128.16
Office Supplies,Art,Newell 325,128.03
Technology,Phones,PowerGen Dual USB Car Charger,127.87
Office Supplies,Art,Newell 347,127.54
Office Supplies,Paper,Xerox 230,127.01
Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,126.36
Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",125.84
Furniture,Furnishings,DAX Cubicle Frames - 8x10,125.79
Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",125.17
Technology,Accessories,Dell Slim USB Multimedia Keyboard,125
Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",124.8
Furniture,Furnishings,Deflect-O Glasstique Clear Desk Accessories,124.74
Office Supplies,Paper,Xerox 1928,124.61
Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",124.6
Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",124.59
Office Supplies,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,124.49
Office Supplies,Paper,Xerox 21,124.42
Office Supplies,Art,Avery Hi-Liter Smear-Safe Highlighters,123.81
Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",123.12
Office Supplies,Paper,Xerox 1907,122.8
Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",122.18
Office Supplies,Paper,Xerox 1995,121.82
Office Supplies,Paper,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",121.39
Office Supplies,Labels,Avery 519,121.35
Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",121.29
Office Supplies,Art,Crayola Colored Pencils,120.69
Office Supplies,Paper,Xerox 227,120.53
Office Supplies,Paper,Xerox 232,120.53
Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",119.97
Office Supplies,Binders,Cardinal Slant-D Ring Binders,119.92
Furniture,Bookcases,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",119.83
Furniture,Furnishings,DAX Clear Channel Poster Frame,119.56
Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,119.51
Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",119.21
Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",118.72
Office Supplies,Art,Newell 314,118.3
Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",117.75
Office Supplies,Binders,"SlimView Poly Binder, 3/8""",117.59
Furniture,Furnishings,"Electrix Incandescent Magnifying Lamp, Black",117.28
Office Supplies,Paper,Strathmore Photo Frame Cards,116.96
Office Supplies,Binders,Avery Hole Reinforcements,116.52
Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",116.22
Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",115.44
Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,115.24
Furniture,Furnishings,Longer-Life Soft White Bulbs,115.19
Office Supplies,Binders,Wilson Jones Active Use Binders,115.03
Office Supplies,Paper,Xerox 1949,114.55
Office Supplies,Paper,Xerox 1971,113.84
Office Supplies,Labels,Avery File Folder Labels,113.48
Office Supplies,Storage,Akro-Mils 12-Gallon Tote,113.2
Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,112.68
Office Supplies,Paper,Xerox 213,111.46
Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",110.76
Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,110.59
Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,110.49
Office Supplies,Labels,Self-Adhesive Removable Labels,110.25
Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",110.16
Office Supplies,Paper,Xerox 201,110.16
Office Supplies,Paper,Xerox 204,110.16
Office Supplies,Binders,Recycled Premium Regency Composition Covers,110.02
Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",110.01
Office Supplies,Labels,Avery 516,109.65
Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",109.58
Office Supplies,Paper,Xerox 1962,109.57
Furniture,Furnishings,Dana Swing-Arm Lamps,108.93
Office Supplies,Envelopes,#10 Self-Seal White Envelopes,108.68
Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,108.65
Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",108.42
Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",108.08
Furniture,Furnishings,3M Hangers With Command Adhesive,108.04
Technology,Accessories,Micro Innovations Wireless Classic Keyboard with Mouse,107.96
Technology,Accessories,SanDisk Cruzer 16 GB USB Flash Drive,107.91
Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",106.72
Office Supplies,Labels,Avery 518,106.47
Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),106.35
Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",106.29
Office Supplies,Appliances,Belkin 7-Outlet SurgeMaster Home Series,106.18
Office Supplies,Binders,Avery Hanging File Binders,105.84
Office Supplies,Paper,Xerox 1900,105.29
Technology,Accessories,Rosewill 107 Normal Keys USB Wired Standard Keyboard,105.14
Office Supplies,Paper,Xerox 211,104.97
Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,104.5
Technology,Accessories,Memorex Micro Travel Drive 4 GB,103.88
Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,103.86
Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",102.62
Office Supplies,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener,102.61
Office Supplies,Paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",102.5
Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,102.26
Office Supplies,Supplies,Acme Titanium Bonded Scissors,102
Technology,Machines,Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner,101.99
Furniture,Furnishings,"Linden 12"" Wall Clock With Oak Frame",101.94
Office Supplies,Paper,Xerox 1970,101.59
Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,100.94
Office Supplies,Binders,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,100.92
Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,100.46
Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,100.39
Office Supplies,Art,Prang Drawing Pencil Set,100.08
Office Supplies,Paper,Xerox Blank Computer Paper,99.9
Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",99.81
Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,99.32
Office Supplies,Storage,Portfile Personal File Boxes,99.12
Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",99.06
Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",98.87
Office Supplies,Paper,Xerox 1999,98.49
Furniture,Furnishings,Eldon Executive Woodline II Cherry Finish Desk Accessories,98.13
Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",97.81
Office Supplies,Supplies,Fiskars Home & Office Scissors,97.68
Office Supplies,Paper,Xerox 219,97.2
Office Supplies,Paper,Xerox 228,97.2
Office Supplies,Labels,Avery 495,97.02
Office Supplies,Art,Newell 341,96.73
Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,96.65
Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,96.42
Furniture,Furnishings,Dax Clear Box Frame,96.03
Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",95.94
Office Supplies,Paper,Xerox 224,95.91
Office Supplies,Paper,Xerox 1957,95.9
Office Supplies,Paper,Xerox 210,95.9
Office Supplies,Labels,Avery 51,95.76
Office Supplies,Labels,Avery White Multi-Purpose Labels,95.62
Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,95.07
Office Supplies,Art,Newell 31,94.99
Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,94.86
Office Supplies,Paper,Xerox 1923,94.86
Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,94.13
Furniture,Furnishings,Acrylic Self-Standing Desk Frames,93.98
Office Supplies,Labels,Avery 513,93.63
Furniture,Furnishings,Eldon Expressions Mahogany Wood Desk Collection,93.6
Furniture,Furnishings,"Tensor ""Hersey Kiss"" Styled Floor Lamp",93.53
Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate",93.25
Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",93.22
Office Supplies,Art,Newell 35,93.15
Office Supplies,Binders,Presstex Flexible Ring Binders,92.83
Office Supplies,Paper,Xerox 196,92.48
Office Supplies,Paper,Xerox 1987,92.48
Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,92.14
Office Supplies,Binders,Acco Translucent Poly Ring Binders,91.72
Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,91.68
Office Supplies,Storage,Akro Stacking Bins,91.52
Technology,Machines,Penpower WorldCard Pro Card Scanner,91.48
Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",91.44
Office Supplies,Labels,Avery 481,91.17
Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",90.88
Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,90.88
Office Supplies,Art,Fluorescent Highlighters by Dixon,90.75
Office Supplies,Labels,Avery 48,90.72
Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,90.71
Office Supplies,Art,Prang Colored Pencils,90.56
Office Supplies,Paper,Xerox 1920,89.7
Office Supplies,Paper,Xerox 1956,89.7
Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",89.55
Office Supplies,Paper,Xerox 1967,89.42
Office Supplies,Labels,Avery 480,89.25
Office Supplies,Supplies,Acme Design Stainless Steel Bent Scissors,88.92
Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",88.9
Office Supplies,Labels,Avery 478,88.38
Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,88.16
Office Supplies,Paper,"TOPS Money Receipt Book, Consecutively Numbered in Red,",88.11
Technology,Accessories,AmazonBasics 3-Button USB Wired Mouse,88.08
Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",87.75
Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,87.69
Office Supplies,Binders,Cardinal Holdit Business Card Pockets,87.63
Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,87.52
Office Supplies,Labels,Avery 508,87.39
Office Supplies,Binders,Avery Durable Binders,87.26
Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright),86.84
Office Supplies,Art,Newell 333,86.74
Office Supplies,Art,BIC Brite Liner Highlighters,86.12
Office Supplies,Art,Boston 16701 Slimline Battery Pencil Sharpener,86.08
Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",86
Office Supplies,Binders,Prestige Round Ring Binders,85.73
Office Supplies,Paper,Xerox 229,85.53
Office Supplies,Paper,Xerox 1986,85.5
Office Supplies,Binders,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",85.26
Office Supplies,Labels,Avery 487,84.87
Furniture,Furnishings,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",84.84
Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,84.83
Office Supplies,Paper,Xerox 1954,84.48
Office Supplies,Labels,Avery 512,84.39
Office Supplies,Paper,Xerox 200,84.24
Office Supplies,Paper,Xerox 2000,84.24
Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",83.96
Technology,Phones,Belkin iPhone and iPad Lightning Cable,83.94
Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",83.9
Office Supplies,Paper,Southworth Parchment Paper & Envelopes,83.72
Office Supplies,Labels,Avery 483,83.67
Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",83.49
Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",83.44
Office Supplies,Art,Newell Chalk Holder,83.42
Office Supplies,Binders,3M Organizer Strips,83.16
Office Supplies,Binders,Avery Durable Poly Binders,82.95
Furniture,Furnishings,OIC Stacking Trays,82.83
Office Supplies,Art,Newell 351,82.66
Office Supplies,Paper,Things To Do Today Spiral Book,82.37
Office Supplies,Paper,Xerox 1902,82.22
Office Supplies,Binders,Zipper Ring Binder Pockets,81.75
Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",81.65
Office Supplies,Supplies,Acme Stainless Steel Office Snips,81.42
Office Supplies,Art,Newell 320,81.32
Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,81.01
Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",80.95
Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",80.93
Technology,Accessories,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",80.78
Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",80.59
Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,80.5
Office Supplies,Paper,Xerox 221,80.36
Office Supplies,Art,Newell 317,79.97
Office Supplies,Storage,Eldon File Chest Portable File,79.4
Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,79.23
Office Supplies,Paper,Xerox 1946,79.06
Office Supplies,Paper,Xerox 231,79.06
Office Supplies,Labels,Avery 474,78.34
Office Supplies,Storage,Sterilite Show Offs Storage Containers,78.14
Office Supplies,Binders,Avery Poly Binder Pockets,78.04
Office Supplies,Envelopes,Fashion Color Clasp Envelopes,77.9
Office Supplies,Art,Bulldog Table or Wall-Mount Pencil Sharpener,77.87
Office Supplies,Paper,Xerox 193,77.74
Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,77.24
Office Supplies,Paper,Xerox 1963,77.09
Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",76.84
Office Supplies,Supplies,Acme Value Line Scissors,76.65
Office Supplies,Paper,Xerox 1994,76.46
Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",76.09
Office Supplies,Art,Newell 328,75.92
Office Supplies,Paper,Xerox 198,75.7
Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,75.63
Technology,Phones,"SmartStand Mobile Device Holder, Assorted Colors",75.5
Office Supplies,Supplies,Fiskars Spring-Action Scissors,75.49
Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",75.35
Office Supplies,Art,Newell 331,75.31
Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,75.1
Office Supplies,Paper,Tops Wirebound Message Log Books,73.7
Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,72.91
Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",72.85
Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",72.8
Office Supplies,Paper,Southworth Structures Collection,72.8
Furniture,Furnishings,Stacking Trays by OIC,72.7
Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",72.26
Office Supplies,Binders,Ibico Presentation Index for Binding Systems,72.04
Technology,Machines,"Vtech AT&T CL2940 Corded Speakerphone, Black",71.98
Office Supplies,Binders,GBC Instant Index System for Binding Systems,71.93
Office Supplies,Envelopes,#6 3/4 Gummed Flap White Envelopes,71.28
Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,71.25
Office Supplies,Paper,Xerox 1981,70.75
Office Supplies,Paper,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",70.19
Office Supplies,Paper,Xerox 1975,69.98
Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,69.77
Office Supplies,Fasteners,Stockwell Push Pins,69.76
Office Supplies,Paper,Xerox 1899,69.37
Office Supplies,Storage,Woodgrain Magazine Files by Perma,69.14
Office Supplies,Binders,GBC Plasticlear Binding Covers,68.88
Office Supplies,Labels,Avery 52,68.63
Office Supplies,Art,Newell 336,68.48
Office Supplies,Envelopes,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",68.28
Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,68.28
Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,68.17
Office Supplies,Art,Barrel Sharpener,67.83
Office Supplies,Paper,Xerox 1897,67.73
Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",67.25
Office Supplies,Fasteners,Acco Hot Clips Clips to Go,67.12
Office Supplies,Art,Newell 332,67.03
Office Supplies,Labels,Avery 49,66.82
Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,66.67
Office Supplies,Binders,Insertable Tab Post Binder Dividers,66.57
Furniture,Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",66.56
Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,66.41
Office Supplies,Labels,Avery 501,66.41
Office Supplies,Envelopes,Poly String Tie Envelopes,66.09
Office Supplies,Labels,Avery 506,66.08
Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",66.03
Office Supplies,Art,Newell 321,65.6
Office Supplies,Art,Newell 348,65.6
Office Supplies,Envelopes,Pastel Pink Envelopes,65.52
Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,65.47
Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,65.34
Furniture,Furnishings,Stackable Trays,65.3
Office Supplies,Art,Newell 343,65.26
Office Supplies,Binders,ACCOHIDE Binder by Acco,65.25
Office Supplies,Paper,Xerox 1927,65.05
Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,64.97
Office Supplies,Paper,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",64.06
Office Supplies,Fasteners,Advantus T-Pin Paper Clips,64.04
Furniture,Furnishings,Ultra Commercial Grade Dual Valve Door Closer,63.82
Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",63.64
Technology,Phones,Shocksock Galaxy S4 Armband,63.51
Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",62.95
Office Supplies,Envelopes,Peel & Seel Envelopes,62.86
Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,62.82
Office Supplies,Labels,Avery 515,62.65
