category,sub_category,product_name,Sum of profit
Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,21.58
Office Supplies,Labels,Staple-on labels,21.58
Office Supplies,Storage,Akro-Mils 12-Gallon Tote,21.55
Furniture,Furnishings,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",21.32
Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,21.02
Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,20.98
Technology,Accessories,Microsoft Natural Keyboard Elite,20.96
Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",20.84
Office Supplies,Paper,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",20.83
Furniture,Furnishings,DAX Cubicle Frames - 8x10,20.76
Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,20.65
Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",20.63
Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,20.55
Office Supplies,Supplies,Acme Value Line Scissors,20.46
Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format",20.37
Office Supplies,Supplies,Acme Titanium Bonded Scissors,20.23
Office Supplies,Fasteners,Advantus Push Pins,20.22
Office Supplies,Fasteners,Stockwell Push Pins,20.12
Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",20.09
Office Supplies,Fasteners,Advantus T-Pin Paper Clips,20.02
Office Supplies,Fasteners,Advantus SlideClip Paper Clips,19.77
Office Supplies,Art,Newell 328,19.74
Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",19.69
Office Supplies,Paper,Xerox 199,19.69
Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,19.67
Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",19.44
Office Supplies,Binders,ACCOHIDE Binder by Acco,19.29
Office Supplies,Art,Boston 16701 Slimline Battery Pencil Sharpener,19.13
Office Supplies,Envelopes,Colored Envelopes,19.04
Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,18.99
Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,18.93
Office Supplies,Labels,Avery 517,18.85
Office Supplies,Art,Newell 333,18.84
Office Supplies,Paper,Xerox 1953,18.84
Office Supplies,Art,Prang Dustless Chalk Sticks,18.81
Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",18.79
Office Supplies,Labels,Avery 491,18.67
Office Supplies,Binders,GBC VeloBind Cover Sets,18.53
Furniture,Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",18.51
Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",18.44
Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",18.4
Office Supplies,Art,Nontoxic Chalk,18.23
Office Supplies,Binders,Prestige Round Ring Binders,18.04
Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",17.99
Technology,Phones,Griffin GC36547 PowerJolt SE Lightning Charger,17.99
Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,17.89
Office Supplies,Art,Newell 314,17.87
Office Supplies,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",17.87
Office Supplies,Art,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",17.85
Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,17.77
Technology,Accessories,Imation Swivel Flash Drive USB flash drive - 8 GB,17.63
Office Supplies,Art,Barrel Sharpener,17.62
Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,17.52
Technology,Phones,iHome FM Clock Radio with Lightning Dock,17.5
Office Supplies,Paper,Xerox 1921,17.49
Technology,Phones,PayAnywhere Card Reader,17.48
Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",17.45
Office Supplies,Paper,Xerox 1972,17.42
Furniture,Furnishings,Stackable Trays,17.13
Furniture,Furnishings,Eldon Image Series Black Desk Accessories,17.05
Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",17.03
Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",16.8
Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",16.77
Office Supplies,Binders,3-ring staple pack,16.69
Office Supplies,Paper,Xerox 207,16.59
Office Supplies,Paper,Xerox 1926,16.38
Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",16.37
Office Supplies,Paper,Xerox 1998,16.33
Office Supplies,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener,16.32
Office Supplies,Binders,Acco Translucent Poly Ring Binders,16.28
Technology,Accessories,Kingston Digital DataTraveler 64GB USB 2.0,16.22
Technology,Accessories,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",16.15
Technology,Accessories,Belkin QODE FastFit Bluetooth Keyboard,16.1
Furniture,Furnishings,Document Clip Frames,16.01
Technology,Phones,Cisco SPA 501G IP Phone,16.01
Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",15.86
Technology,Accessories,First Data FD10 PIN Pad,15.8
Office Supplies,Art,Newell 350,15.74
Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",15.67
Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,15.63
Office Supplies,Binders,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",15.56
Office Supplies,Paper,Xerox 1958,15.55
Office Supplies,Art,Newell 332,15.53
Office Supplies,Binders,Wilson Jones DublLock D-Ring Binders,15.53
Office Supplies,Paper,Xerox 1980,15.41
Furniture,Furnishings,Dax Clear Box Frame,15.37
Furniture,Tables,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",15.35
Office Supplies,Labels,Avery 498,15.35
Office Supplies,Fasteners,Binder Clips by OIC,15.33
Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,15.31
Furniture,Furnishings,Regeneration Desk Collection,15.21
Furniture,Chairs,Global Chrome Stack Chair,15.09
Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",15.09
Office Supplies,Binders,Durable Pressboard Binders,15.09
Office Supplies,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),15.09
Office Supplies,Binders,Ibico Presentation Index for Binding Systems,15.07
Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",15.05
Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,15.01
Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,14.99
Technology,Accessories,SanDisk Cruzer 16 GB USB Flash Drive,14.93
Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,14.91
Office Supplies,Binders,Avery Hole Reinforcements,14.84
Office Supplies,Binders,Avery Poly Binder Pockets,14.77
Office Supplies,Paper,Xerox 1983,14.65
Office Supplies,Art,Newell 331,14.62
Office Supplies,Art,"Sanford Colorific Scented Colored Pencils, 12/Pack",14.59
Furniture,Furnishings,"Master Caster Door Stop, Large Brown",14.56
Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",14.55
Office Supplies,Art,Newell 318,14.41
Office Supplies,Art,Newell 321,14.37
Office Supplies,Binders,GBC Durable Plastic Covers,14.31
Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",14.31
Office Supplies,Paper,"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",14.3
Furniture,Furnishings,"Master Caster Door Stop, Gray",14.22
Office Supplies,Art,American Pencil,14.19
Office Supplies,Art,Faber Castell Col-Erase Pencils,14.08
Technology,Phones,Anker 24W Portable Micro USB Car Charger,14.07
Office Supplies,Labels,Avery 509,14.04
Office Supplies,Paper,Xerox 190,14.04
Technology,Phones,RCA ViSYS 25423RE1 Corded phone,14
Office Supplies,Binders,Avery Durable Binders,13.83
Office Supplies,Art,Newell 336,13.78
Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,13.77
Office Supplies,Art,Newell 343,13.76
Furniture,Furnishings,Eldon Pizzaz Desk Accessories,13.73
Office Supplies,Paper,Xerox 1990,13.73
Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",13.64
Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",13.6
Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",13.55
Office Supplies,Paper,Hammermill Color Copier Paper (28Lb. and 96 Bright),13.49
Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",13.47
Office Supplies,Supplies,Fiskars Spring-Action Scissors,13.42
Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes,13.21
Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",13.18
Office Supplies,Art,Newell 317,13.17
Office Supplies,Art,Boston 16750 Black Compact Battery Pencil Sharpener,13.13
Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Black",13.12
Furniture,Furnishings,"Eldon 300 Class Desk Accessories, Black",13.07
Office Supplies,Art,Newell 311,13.04
Technology,Phones,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",13
Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,12.99
Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,12.81
Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",12.75
Office Supplies,Paper,Xerox 1976,12.7
Office Supplies,Art,Blackstonian Pencils,12.6
Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,12.6
Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,12.44
Office Supplies,Supplies,Acme Stainless Steel Office Snips,12.43
Office Supplies,Binders,Avery Round Ring Poly Binders,12.29
Office Supplies,Paper,Rediform Voice Mail Log Books,12.16
Furniture,Chairs,Hon Every-Day Chair Series Swivel Task Chairs,12.1
Office Supplies,Storage,Decoflex Hanging Personal Folder File,12.03
Technology,Accessories,NETGEAR RangeMax WNR1000 Wireless Router,12
Office Supplies,Art,Newell 32,11.99
Office Supplies,Binders,Zipper Ring Binder Pockets,11.73
Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",11.48
Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,11.45
Office Supplies,Appliances,Disposable Triple-Filter Dust Bags,11.36
Office Supplies,Art,Colorific Watercolor Pencils,11.3
Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",11.29
Office Supplies,Labels,Avery 497,11.21
Technology,Phones,Square Credit Card Reader,11.19
Office Supplies,Supplies,Acme Kleen Earth Office Shears,11.18
Office Supplies,Art,Newell 330,11.11
Office Supplies,Envelopes,Jiffy Padded Mailers with Self-Seal Closure,10.81
Office Supplies,Art,Newell 327,10.74
Office Supplies,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",10.67
Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,10.58
Office Supplies,Paper,"""While you Were Out"" Message Book, One Form per Page",10.39
Technology,Phones,Jabra SPEAK 410 Multidevice Speakerphone,10.3
Office Supplies,Supplies,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",10.2
Office Supplies,Appliances,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",10.19
Office Supplies,Binders,3M Organizer Strips,10.16
Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",10.11
Technology,Phones,"SmartStand Mobile Device Holder, Assorted Colors",10.06
Office Supplies,Art,Newell 349,10.04
Office Supplies,Art,Newell 335,10.03
Office Supplies,Binders,Avery Binder Labels,9.88
Office Supplies,Binders,Economy Binders,9.81
Office Supplies,Paper,Rediform S.O.S. Phone Message Books,9.76
Office Supplies,Art,Newell 348,9.72
Office Supplies,Art,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",9.65
Office Supplies,Art,Sanford Pocket Accent Highlighters,9.64
Office Supplies,Fasteners,Acco Glide Clips,9.6
Technology,Accessories,Micro Innovations Wireless Classic Keyboard with Mouse,9.6
Furniture,Furnishings,Ultra Commercial Grade Dual Valve Door Closer,9.57
Office Supplies,Labels,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",9.5
Office Supplies,Art,Newell 320,9.47
Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,9.34
Furniture,Furnishings,Stacking Trays by OIC,9.32
Office Supplies,Art,Dixon Ticonderoga Pencils,9.27
Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",9.27
Technology,Accessories,Maxell 4.7GB DVD-RW 3/Pack,9.16
Office Supplies,Paper,Xerox 1985,9.07
Office Supplies,Binders,Heavy-Duty E-Z-D Binders,9.04
Office Supplies,Art,Economy #2 Pencils,8.98
Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters with Dispenser Box,8.96
Office Supplies,Art,BIC Brite Liner Grip Highlighters,8.94
Office Supplies,Fasteners,Assorted Color Push Pins,8.92
Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",8.91
Technology,Accessories,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,8.91
Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,8.8
Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,8.75
Office Supplies,Binders,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",8.67
Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",8.65
Office Supplies,Labels,Avery 507,8.64
Office Supplies,Art,Newell 346,8.62
Office Supplies,Art,DIXON Oriole Pencils,8.61
Office Supplies,Paper,Loose Memo Sheets,8.58
Office Supplies,Art,Newell 344,8.57
Technology,Accessories,Imation 30456 USB Flash Drive 8GB,8.56
Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,8.5
Office Supplies,Art,Newell 33,8.37
Office Supplies,Paper,Unpadded Memo Slips,8.36
Office Supplies,Art,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",8.24
Office Supplies,Art,Newell 316,8.22
Office Supplies,Binders,Acco Hanging Data Binders,8.22
Office Supplies,Art,"OIC #2 Pencils, Medium Soft",8.15
Office Supplies,Labels,Avery 510,8.1
Office Supplies,Art,Newell 326,7.87
Office Supplies,Binders,Binder Posts,7.81
Furniture,Furnishings,DAX Wood Document Frame.,7.69
Office Supplies,Fasteners,Colored Push Pins,7.6
Office Supplies,Art,Newell 340,7.52
Office Supplies,Art,Avery Hi-Liter Fluorescent Desk Style Markers,7.5
Office Supplies,Art,Newell 310,7.49
Office Supplies,Art,Col-Erase Pencils with Erasers,7.48
Office Supplies,Supplies,Acme Kleencut Forged Steel Scissors,7.47
Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",7.45
Office Supplies,Storage,Portfile Personal File Boxes,7.43
Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,7.37
Office Supplies,Labels,Color-Coded Legal Exhibit Labels,7.22
Office Supplies,Binders,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",7.16
Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",7.08
Office Supplies,Labels,Avery 479,6.84
Furniture,Furnishings,Tensor Brushed Steel Torchiere Floor Lamp,6.79
Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",6.75
Office Supplies,Art,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",6.74
Office Supplies,Art,Newell 322,6.65
Office Supplies,Art,"Stride Job 150 Highlighters, Chisel Tip, Assorted Colors",6.46
Furniture,Furnishings,"Eldon Imàge Series Desk Accessories, Clear",6.36
Office Supplies,Art,Newell 338,6.35
Office Supplies,Paper,Xerox 1984,6.35
Technology,Phones,Belkin iPhone and iPad Lightning Cable,6.3
Office Supplies,Labels,Avery 502,6.17
Technology,Phones,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,6.12
Office Supplies,Art,Newell 339,6.11
Office Supplies,Art,"Quartet Alpha White Chalk, 12/Pack",6.1
Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,6.05
Office Supplies,Storage,Eldon File Chest Portable File,5.96
Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,5.95
Office Supplies,Fasteners,Translucent Push Pins by OIC,5.84
Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",5.75
Office Supplies,Binders,"SlimView Poly Binder, 3/8""",5.7
Office Supplies,Paper,Xerox 1969,5.66
Office Supplies,Paper,"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream",5.64
Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,5.62
Technology,Accessories,SanDisk Cruzer 4 GB USB Flash Drive,5.52
Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders,5.43
Office Supplies,Labels,Avery 482,5.43
Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,5.42
Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",5.41
Office Supplies,Paper,Xerox 1901,5.28
Office Supplies,Fasteners,OIC Thumb-Tacks,5.15
Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,5.15
Technology,Accessories,Belkin Standard 104 key USB Keyboard,5.1
Office Supplies,Binders,Wilson Jones Suede Grain Vinyl Binders,5.06
Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,5.02
Office Supplies,Paper,Wirebound Voice Message Log Book,4.95
Office Supplies,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",4.91
Furniture,Furnishings,Contemporary Wood/Metal Frame,4.85
Office Supplies,Art,Newell 329,4.85
Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,4.7
Technology,Accessories,Maxell 4.7GB DVD+R 5/Pack,4.6
Office Supplies,Art,Boston 1900 Electric Pencil Sharpener,4.49
Office Supplies,Art,SANFORD Liquid Accent Tank-Style Highlighters,4.4
Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",4.37
Office Supplies,Paper,Xerox 1922,4.33
Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,4.3
Office Supplies,Art,Newell 313,4.27
Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,3.91
Office Supplies,Art,Newell 323,3.76
Office Supplies,Art,Pencil and Crayon Sharpener,3.76
Technology,Accessories,Maxell CD-R Discs,3.7
Technology,Phones,OtterBox Defender Series Case - iPhone 5c,3.69
Office Supplies,Storage,Eldon Jumbo ProFile Portable File Boxes Graphite/Black,3.67
Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,3.66
Furniture,Furnishings,Contemporary Borderless Frame,3.62
Office Supplies,Art,Newell 307,3.57
Technology,Accessories,Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive,3.57
Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",3.48
Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,3.45
Office Supplies,Fasteners,Stockwell Gold Paper Clips,3.4
Office Supplies,Labels,Avery 484,3.34
Office Supplies,Binders,GBC Instant Report Kit,3.23
Office Supplies,Art,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,3.16
Furniture,Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",3.14
Office Supplies,Paper,Xerox 20,3.11
Office Supplies,Art,12 Colored Short Pencils,3.02
Office Supplies,Art,Newell 342,2.85
Office Supplies,Labels,Avery 5,2.82
Office Supplies,Appliances,Belkin 7-Outlet SurgeMaster Home Series,2.79
Office Supplies,Paper,Xerox 1989,2.69
Office Supplies,Storage,Plastic Stacking Crates & Casters,2.67
Office Supplies,Storage,Woodgrain Magazine Files by Perma,2.63
Office Supplies,Envelopes,Grip Seal Envelopes,2.39
Office Supplies,Binders,Self-Adhesive Ring Binder Labels,2.36
Office Supplies,Art,Design Ebony Sketching Pencil,2.3
Office Supplies,Supplies,Kleencut Forged Office Shears by Acme United Corporation,2.29
Technology,Phones,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,2.29
Office Supplies,Art,Newell 308,2.1
Furniture,Furnishings,"Tensor ""Hersey Kiss"" Styled Floor Lamp",2.08
Technology,Accessories,Imation Clip USB flash drive - 8 GB,1.89
Office Supplies,Binders,Wilson Jones Hanging Recycled Pressboard Data Binders,1.78
Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",1.63
Office Supplies,Appliances,Hoover Portapower Portable Vacuum,1.35
Office Supplies,Appliances,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",1.3
Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,1.2
Office Supplies,Art,Newell 337,1.18
Office Supplies,Binders,Acco Expandable Hanging Binders,1.03
Technology,Accessories,Rosewill 107 Normal Keys USB Wired Standard Keyboard,0.81
Furniture,Furnishings,Nu-Dell EZ-Mount Plastic Wall Frames,0.79
Office Supplies,Fasteners,Alliance Rubber Bands,0.54
Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,0.44
Technology,Accessories,Sony 8GB Class 10 Micro SDHC R40 Memory Card,0.34
Office Supplies,Fasteners,Bagged Rubber Bands,0.3
Office Supplies,Supplies,Letter Slitter,0.3
Office Supplies,Supplies,Premier Electric Letter Opener,0.01
Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,0
Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",0
Office Supplies,Storage,Belkin OmniView SE Rackmount Kit,0
Furniture,Chairs,Global Super Steno Chair,-0.01
Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders",-0.01
Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",-0.16
Office Supplies,Fasteners,Rubber Band Ball,-0.31
Office Supplies,Fasteners,"Brites Rubber Bands, 1 1/2 oz. Box",-0.51
Office Supplies,Storage,Eldon Gobal File Keepers,-0.6
Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",-0.7
Office Supplies,Binders,Round Ring Binders,-0.92
Furniture,Furnishings,"Executive Impressions 16-1/2"" Circular Wall Clock",-1.07
Technology,Accessories,SanDisk Cruzer 8 GB USB Flash Drive,-1.36
Office Supplies,Supplies,Acme Serrated Blade Letter Opener,-1.75
Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",-1.77
Technology,Machines,Penpower WorldCard Pro Card Scanner,-1.83
Office Supplies,Binders,Angle-D Ring Binders,-1.97
Office Supplies,Binders,Storex Flexible Poly Binders with Double Pockets,-2
Office Supplies,Binders,Computer Printout Index Tabs,-2.02
Technology,Accessories,Kingston Digital DataTraveler 8GB USB 2.0,-2.03
Technology,Phones,PNY Rapid USB Car Charger - Black,-2.08
Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,-2.19
Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",-2.27
Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum,-2.51
Office Supplies,Fasteners,"Super Bands, 12/Pack",-2.6
Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",-2.86
Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,-2.93
Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",-3.21
Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,-3.23
Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,-3.29
Office Supplies,Supplies,Acme Rosewood Handle Letter Opener,-3.49
Office Supplies,Appliances,Acco 6 Outlet Guardian Basic Surge Suppressor,-3.66
Office Supplies,Fasteners,Sterling Rubber Bands by Alliance,-3.77
Office Supplies,Binders,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",-3.89
Office Supplies,Supplies,Serrated Blade or Curved Handle Hand Letter Openers,-4.12
Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,-4.42
Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,-4.47
Office Supplies,Binders,Insertable Tab Indexes For Data Binders,-4.83
Furniture,Furnishings,Eldon 100 Class Desk Accessories,-4.84
Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,-4.88
Office Supplies,Storage,"Rogers Jumbo File, Granite",-4.88
Office Supplies,Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",-4.93
Office Supplies,Binders,UniKeep View Case Binders,-5.48
Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,-5.71
Office Supplies,Binders,Acco Economy Flexible Poly Round Ring Binder,-5.74
Furniture,Furnishings,Telescoping Adjustable Floor Lamp,-5.99
Office Supplies,Storage,Tennsco Regal Shelving Units,-6.08
Office Supplies,Storage,Sterilite Show Offs Storage Containers,-6.34
Technology,Phones,Plantronics MX500i Earset,-6.42
Office Supplies,Storage,Akro Stacking Bins,-6.93
Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,-7.04
Office Supplies,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,-7.05
Office Supplies,Storage,Safco Commercial Shelving,-7.44
Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",-7.62
Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,-7.66
Office Supplies,Supplies,Acco Side-Punched Conventional Columnar Pads,-7.8
Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",-8.55
Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",-8.55
Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",-9.24
Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,-9.31
Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",-9.95
Technology,Phones,Shocksock Galaxy S4 Armband,-10.07
Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,-10.13
Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",-10.36
Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,-10.41
Technology,Phones,Avaya 5410 Digital phone,-10.88
Furniture,Furnishings,Dana Swing-Arm Lamps,-11.22
Office Supplies,Binders,GBC Personal VeloBind Strips,-11.27
Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",-11.87
Technology,Phones,Gear Head AU3700S Headset,-11.95
Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,-11.99
Technology,Phones,iOttie HLCRIO102 Car Mount,-11.99
